name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,2022-09-13,26,19,22.7,26,19,22.7,19.9,84.9,3.051,100,8.33,rain,0,0,44.3,25.9,242.4,1013.2,68.6,6.2,245.8,21.2,9,10,2022-09-13T06:08:43,2022-09-13T18:22:32,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-14,27.9,20,23.3,30,20,23.6,20.5,85.1,0.199,100,4.17,rain,0,0,31,25.8,241.7,1015.3,65.9,6.3,245,21.1,10,10,2022-09-14T06:08:43,2022-09-14T18:21:49,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-15,27.9,20,23.2,30,20,23.5,19.8,81.9,0.3,100,12.5,rain,0,0,31.3,18.5,253.3,1015.9,67.7,6.4,257.8,22.3,10,10,2022-09-15T06:08:43,2022-09-15T18:21:07,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-16,27,20,23.6,28.8,20,23.9,20.1,81.9,1,100,20.83,rain,0,0,35.3,27.5,256.4,1014.3,59,6.7,224.4,19.5,9,30,2022-09-16T06:08:43,2022-09-16T18:20:24,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-17,29,20,24.2,31.3,20,24.7,20,78.5,1.9,100,20.83,rain,0,0,28.8,20.2,257.8,1013.9,54.1,6.7,249.6,21.6,10,30,2022-09-17T06:08:43,2022-09-17T18:19:41,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-18,29,20,24.2,30.7,20,24.6,20,79.4,0.199,100,4.17,rain,0,0,27.7,20.5,261.3,1014.3,55,6.1,229.6,19.8,10,10,2022-09-18T06:08:43,2022-09-18T18:18:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-19,27.9,20,23.5,30,20,23.7,19.4,78.6,1.9,100,16.67,rain,0,0,25.6,18.6,265.4,1014.1,62.6,6.4,187.2,16.3,8,10,2022-09-19T06:08:43,2022-09-19T18:18:15,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-20,27.9,19,23.1,28.8,19,23.3,18.1,75.5,0.9,100,12.5,rain,0,0,30.6,23.9,273.7,1013.7,55.4,6.8,247.1,21.3,10,10,2022-09-20T06:08:43,2022-09-20T18:17:32,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-21,27.9,19.5,23.1,29.1,19.5,23.3,19.1,79.5,0.2,100,4.17,rain,0,0,29.5,23.3,271.1,1013.6,57.2,6.7,208.9,18,9,10,2022-09-21T06:08:43,2022-09-21T18:16:50,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-22,28.9,19,23.8,29.6,19,23.9,18,72.3,0,0,0,,0,0,30.2,18.6,266.9,1014.1,56.4,6.2,314.9,27.3,10,10,2022-09-22T06:08:43,2022-09-22T18:16:07,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-23,29,19,23.7,30.1,19,23.9,18.2,72.7,0.1,100,4.17,rain,0,0,29.9,18.2,269.2,1014.7,46.2,6.5,263.5,22.7,9,10,2022-09-23T06:08:44,2022-09-23T18:15:24,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-24,28.9,20,23.8,30.2,20,24,19,76.3,0.6,100,12.5,rain,0,0,28.4,20.4,274.2,1014.3,58,6.9,254.3,21.8,10,10,2022-09-24T06:08:44,2022-09-24T18:14:42,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-25,29,19.5,23.9,30.2,19.5,24.3,19.2,76.8,0.051,100,4.17,rain,0,0,25.9,14.8,289.6,1013,51.4,6.7,288.9,25,10,10,2022-09-25T06:08:45,2022-09-25T18:13:59,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-26,27.9,20.5,23.4,29.9,20.5,23.5,20.3,83.3,1.5,100,25,rain,0,0,22.3,14.9,293.2,1013.8,66.4,5.9,252,21.8,9,10,2022-09-26T06:08:46,2022-09-26T18:13:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-27,27.9,21,24.3,29.5,21,24.5,19.8,77.2,0.1,100,4.17,rain,0,0,28.1,22,299.4,1013,73.1,6.7,228.8,19.7,9,10,2022-09-27T06:08:47,2022-09-27T18:12:35,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-28,27.9,21,23.8,30,21,24,20.1,80.6,0.2,100,8.33,rain,0,0,24.1,14.9,278.9,1012,66.7,6,283.9,24.4,9,10,2022-09-28T06:08:48,2022-09-28T18:11:53,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-29,27.9,20,23.5,29.1,20,23.5,18.9,76.8,0.082,100,4.17,rain,0,0,25.2,18.4,276.6,1011.9,62.9,6.4,174.9,15,6,10,2022-09-29T06:08:49,2022-09-29T18:11:12,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-09-30,25.9,20,22.1,25.9,20,22.1,19.3,84.8,0.013,100,4.17,rain,0,0,40.3,23.2,278.6,1012.6,76.7,5.7,192.5,16.6,8,10,2022-09-30T06:08:51,2022-09-30T18:10:30,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-01,24.9,19,20.9,24.9,19,20.9,19.5,92.1,18.142,100,8.33,rain,0,0,38.9,22.5,275.6,1013.1,90.6,5.1,98,8.7,4,10,2022-10-01T06:08:52,2022-10-01T18:09:49,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-02,26.8,19,22.7,28.6,19,22.8,19.8,84.2,2,100,29.17,rain,0,0,39.2,22.3,282.6,1012.7,87.2,6.3,225.1,19.4,9,10,2022-10-02T06:08:54,2022-10-02T18:09:08,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-03,26.1,19.9,22.8,26.1,19.9,22.8,20.1,85.1,0.6,100,8.33,rain,0,0,34.9,18.4,286.7,1012.6,77.4,5.5,258.9,22.3,9,10,2022-10-03T06:08:57,2022-10-03T18:08:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-04,27.9,20,23.7,30,20,24.1,20.3,81.9,0.497,100,4.17,rain,0,0,32,18.5,294.3,1012.2,52,5.9,220.1,18.9,10,10,2022-10-04T06:08:59,2022-10-04T18:07:48,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-05,28,20,23.6,30,20,24,20.3,82.5,3.6,100,33.33,rain,0,0,31,14.9,278,1011.8,51.4,6.3,196.9,17,10,10,2022-10-05T06:09:02,2022-10-05T18:07:08,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-06,26.9,20.5,22.5,28.7,20.5,22.6,20.2,87.1,2.1,100,29.17,rain,0,0,28.4,22.4,251.8,1011.4,70.2,5.3,218.5,19,9,10,2022-10-06T06:09:06,2022-10-06T18:06:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-07,27.9,19,23.3,29.5,19,23.4,19.2,79.2,0.1,100,4.17,rain,0,0,23.4,20.4,251.6,1012.4,61.5,6.3,209.3,17.9,9,10,2022-10-07T06:09:09,2022-10-07T18:05:50,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-08,27.9,20,23.5,29.1,20,23.7,19.2,78.5,1.4,100,20.83,rain,0,0,20.9,22.3,294.8,1013.7,85.5,6.8,183.1,15.8,9,10,2022-10-08T06:09:13,2022-10-08T18:05:12,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-09,27.9,21,23,30,21,23.1,21,89,0.998,100,8.33,rain,0,0,14.4,12.1,340.7,1013.9,82.9,5.3,185.6,15.9,6,10,2022-10-09T06:09:17,2022-10-09T18:04:34,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-10,27,21,23.4,29.1,21,23.7,21.1,87.7,26.83,100,4.17,rain,0,0,24.5,18.1,117.6,1014.6,73.3,5.8,181.5,15.7,8,30,2022-10-10T06:09:22,2022-10-10T18:03:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-11,28,21,23.5,30.6,21,23.6,21.3,88.2,0.025,100,4.17,rain,0,0,31.7,20.3,126.5,1014.3,73.6,5.3,245.7,21.3,9,60,2022-10-11T06:09:27,2022-10-11T18:03:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-12,28,21,23.7,30.1,21,24,21.1,86.1,0.038,100,4.17,rain,0,0,23.4,18.2,171.2,1014.7,75.9,5.6,176.4,15.4,7,30,2022-10-12T06:09:33,2022-10-12T18:02:43,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-13,28,20,23.9,30,20,24.3,21.1,85.3,23.899,100,16.67,rain,0,0,25.9,18.4,80.8,1014.3,68,5.6,184,15.9,9,30,2022-10-13T06:09:39,2022-10-13T18:02:07,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-14,27.9,20,22.9,30,20,23,20.9,89.3,74.578,100,16.67,rain,0,0,23,13,149.4,1013.9,78,4.6,270.8,23.2,9,30,2022-10-14T06:09:45,2022-10-14T18:01:32,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-15,28.9,20.4,23.9,31.9,20.4,24.4,21.3,86.8,45.855,100,12.5,rain,0,0,18.7,14.9,62.1,1012.6,73.2,5.3,229,19.6,9,30,2022-10-15T06:09:52,2022-10-15T18:00:57,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-16,28.8,21,23.2,31.7,21,23.5,21.3,89.6,19.077,100,20.83,rain,0,0,32,11.1,137.7,1014.6,62.8,5.7,250.3,21.7,9,30,2022-10-16T06:09:59,2022-10-16T18:00:23,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-17,28,20,23.3,30,20,23.4,20.6,85.9,4.273,100,8.33,rain,0,0,28.8,18,110.3,1016.4,61.1,5.9,196.1,17,9,30,2022-10-17T06:10:07,2022-10-17T17:59:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-18,28.8,20.9,23,31.7,20.9,23.4,20.8,88.6,28.95,100,8.33,rain,0,0,12.6,18,228.1,1016.2,69.5,5.3,257,22,9,30,2022-10-18T06:10:16,2022-10-18T17:59:18,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-19,29,19.8,23.6,30.7,19.8,24,20.4,83.6,55.101,100,4.17,rain,0,0,14.4,14.8,2.1,1015.4,61.9,5.8,213,18.2,9,30,2022-10-19T06:10:24,2022-10-19T17:58:46,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-20,28.9,20,23.4,30.6,20,23.6,20.5,85.1,5.105,100,12.5,rain,0,0,20.9,15.7,86.9,1016,57.2,5.6,187.2,16.2,9,10,2022-10-20T06:10:34,2022-10-20T17:58:15,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-21,27.9,19.9,23.3,29.6,19.9,23.5,20,82.6,1,100,25,rain,0,0,27.4,18.1,76.5,1017.1,57.8,5.9,212.3,18.4,9,10,2022-10-21T06:10:44,2022-10-21T17:57:44,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-22,27.9,19.5,23.4,29.1,19.5,23.6,19.1,78.8,0.099,100,4.17,rain,0,0,22.3,14.8,55.1,1017.7,50,5.9,262.5,22.7,9,10,2022-10-22T06:10:54,2022-10-22T17:57:15,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-23,27.9,19.1,23.1,28.1,19.1,23.1,16.1,66.9,0,0,0,,0,0,19.4,11.7,340,1016.8,39.9,6,288.9,24.9,10,10,2022-10-23T06:11:06,2022-10-23T17:56:46,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-24,27.9,17.9,22.2,27.2,17.9,22.1,12,54.7,0,0,0,,0,0,25.6,18.7,306.5,1015.2,34.4,6.4,281.8,24.3,10,10,2022-10-24T06:11:17,2022-10-24T17:56:18,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-25,28.9,16,22.3,28.1,16,22.2,12.3,55.6,0,0,0,,0,0,14.4,16.3,313,1015.9,11.9,6.1,293.3,25.3,10,10,2022-10-25T06:11:29,2022-10-25T17:55:51,0,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-26,28.3,16,22.5,27.6,16,22.4,13.6,60.5,0,0,0,,0,0,16.2,11.2,51.4,1017.1,8.7,6.4,290,24.9,10,10,2022-10-26T06:11:42,2022-10-26T17:55:24,0.03,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-27,28.3,16,22.3,27.8,16,22.3,14.4,63.7,0,0,0,,0,0,18,14.8,63.1,1016.9,27,6.7,290.6,25,10,10,2022-10-27T06:11:56,2022-10-27T17:54:59,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-28,27,18.9,22.3,27.8,18.9,22.4,17.9,78.1,0.101,100,8.33,rain,0,0,30.2,20.5,47.4,1015.9,54.3,5.7,223.2,19.3,9,10,2022-10-28T06:12:10,2022-10-28T17:54:34,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-29,26,18.9,21.8,26,18.9,21.8,19.1,85.4,0.201,100,4.17,rain,0,0,29.5,18.2,71.5,1015.9,68,4.3,217.6,18.9,9,10,2022-10-29T06:12:25,2022-10-29T17:54:11,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-30,26.9,19,22.4,28.7,19,22.6,19.6,85.1,10.774,100,8.33,rain,0,0,31,13.2,61,1016,67.2,5.4,136.3,11.8,4,10,2022-10-30T06:12:40,2022-10-30T17:53:48,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-10-31,28,18.5,22.9,28.4,18.5,23,17,71.5,0,0,0,,0,0,25.2,16.6,35.8,1015.6,42.5,5.7,255.7,22.2,9,10,2022-10-31T06:12:56,2022-10-31T17:53:26,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-01,24.6,19,21.2,24.6,19,21.2,18.5,85.3,8.082,100,8.33,rain,0,0,29.2,20.3,33.6,1016.3,82.7,4.9,14.9,1.2,1,10,2022-11-01T06:13:12,2022-11-01T17:53:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-02,23.7,19,20.6,23.7,19,20.6,19.4,93,2.994,100,8.33,rain,0,0,40.3,22.6,42.5,1015.8,80,5.1,17.6,1.6,1,10,2022-11-02T06:13:30,2022-11-02T17:52:46,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-03,24.9,19,21.5,24.9,19,21.5,19.8,90.3,8.019,100,8.33,rain,0,0,31.7,27.3,59.8,1015.6,79.9,5.4,104.3,8.9,7,10,2022-11-03T06:13:48,2022-11-03T17:52:27,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-04,26,19.9,22.2,26,19.9,22.2,20.1,88.7,0.025,100,4.17,rain,0,0,29.5,18.4,81.2,1016.8,66.3,6.4,195.1,16.9,8,10,2022-11-04T06:14:06,2022-11-04T17:52:09,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-05,27,19,22.8,28.5,19,23,19.3,82.2,0.1,100,4.17,rain,0,0,29.9,18.2,90.8,1018.3,53.3,5.8,243.5,21,9,10,2022-11-05T06:14:25,2022-11-05T17:51:53,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-06,26.6,19,22.3,26.6,19,22.3,19.2,83.6,3.975,100,4.17,rain,0,0,28.1,20.7,74.1,1018.8,66.5,5.3,190.1,16.4,9,10,2022-11-06T06:14:45,2022-11-06T17:51:37,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-07,28,18.9,22.7,28.2,18.9,22.8,16.7,71.6,0,0,0,,0,0,19.1,13,63.5,1018.1,38.2,5.5,271.6,23.3,9,10,2022-11-07T06:15:05,2022-11-07T17:51:23,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-08,28,17,22.8,28.5,17,22.9,16.8,71.9,0,0,0,,0,0,22,14.6,54,1017.7,38.4,5.4,257.3,22.1,9,10,2022-11-08T06:15:26,2022-11-08T17:51:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-09,27.9,17.9,22.5,27.9,17.9,22.5,16,69.7,0,0,0,,0,0,22,14.8,46.8,1017.3,40.1,6.1,260.7,22.4,9,10,2022-11-09T06:15:48,2022-11-09T17:50:57,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-10,27.9,17.5,22.2,28.8,17.5,22.3,17.5,76.4,0.2,100,8.33,rain,0,0,34.6,18,52.5,1016.9,44.7,5,232.5,20.1,9,10,2022-11-10T06:16:10,2022-11-10T17:50:45,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-11,22,19,20.6,22,19,20.6,18.3,87.1,0.201,100,8.33,rain,0,0,46.8,22.2,40,1016.2,75.1,3.7,45.1,4,2,10,2022-11-11T06:16:33,2022-11-11T17:50:35,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-12,21.9,19,20.4,21.9,19,20.4,19.4,94.3,10.931,100,12.5,rain,0,0,49.3,19.4,31.4,1016,93.7,3.7,17.1,1.6,1,10,2022-11-12T06:16:57,2022-11-12T17:50:26,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-13,23.9,19.9,21.4,23.9,19.9,21.4,20,91.7,10.145,100,16.67,rain,0,0,38.5,20.3,75.7,1016.8,81.6,5.7,160,13.9,7,30,2022-11-13T06:17:21,2022-11-13T17:50:18,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-14,27,19,21.9,28.4,19,22,19.1,85.5,0.795,100,4.17,rain,0,0,36.4,11.4,70.2,1017.6,61.5,5.6,193.1,16.5,7,10,2022-11-14T06:17:46,2022-11-14T17:50:11,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-15,26.9,18,22.5,28.1,18,22.5,18.8,81.1,0.006,100,4.17,rain,0,0,30.6,14.7,64.4,1017.8,62.6,5.3,205.8,17.7,9,10,2022-11-15T06:18:11,2022-11-15T17:50:05,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-16,28.9,18,22.6,29.4,18,22.8,18.1,77.6,0.4,100,12.5,rain,0,0,28.8,11.1,50.8,1016.5,55.8,4.8,181.2,15.6,9,10,2022-11-16T06:18:37,2022-11-16T17:50:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-17,27.3,16.9,21.5,27.4,16.9,21.5,15.2,71,0,0,0,,0,0,21.6,18.1,38.3,1016.1,42.9,4.9,265.7,22.9,9,10,2022-11-17T06:19:03,2022-11-17T17:49:57,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-18,26.9,16,21.1,26.9,16,21.1,12.1,58.7,0,0,0,,0,0,21.2,18.2,33.3,1016.3,41.7,6.1,251.1,21.5,9,10,2022-11-18T06:19:30,2022-11-18T17:49:55,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-19,26.1,15,20.6,26.1,15,20.6,13.4,66.5,0,0,0,,0,0,22.3,15,42.6,1016.1,36,5.6,253.7,21.9,9,10,2022-11-19T06:19:58,2022-11-19T17:49:54,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-20,24.1,15,19.6,24.1,15,19.6,13.9,71.3,0,0,0,,0,0,17.3,14.8,14.9,1014.6,45,5.7,244.5,21.2,9,10,2022-11-20T06:20:26,2022-11-20T17:49:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-21,26.9,14,20.9,26.6,14,20.9,12.9,63.3,0,0,0,,0,0,20.9,12.8,19.6,1014.3,58.9,6.4,132.6,11.4,6,10,2022-11-21T06:20:54,2022-11-21T17:49:55,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-22,23.9,18,20.9,23.9,18,20.9,18.6,87.3,0.2,100,4.17,rain,0,0,20.2,11.1,26.3,1014.7,80.6,4.9,93.5,8.1,5,10,2022-11-22T06:21:23,2022-11-22T17:49:58,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-23,24.8,20,21.6,24.8,20,21.6,20.1,91,2.001,100,8.33,rain,0,0,25.9,12.9,32.7,1015,78.6,5.2,107.4,9.3,6,10,2022-11-23T06:21:53,2022-11-23T17:50:01,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2022-11-24,24.9,20,21.7,24.9,20,21.7,20.7,94.6,4.981,100,4.17,rain,0,0,29.2,13.1,73,1014.9,81.7,4.3,155.2,13.5,7,30,2022-11-24T06:22:23,2022-11-24T17:50:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
