name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,2024-01-06,29.1,19.5,22.9,31,19.5,23.1,18.4,77.1,0,0,0,rain,0,0,32,22.3,91.9,1017,57.5,6.2,194.8,16.8,9,10,2024-01-06T06:43:28,2024-01-06T18:07:02,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-07,29.1,18,22.5,28.7,18,22.4,16.4,71.4,0,0,0,,0,0,31,22.3,91.8,1017.3,55.8,6.3,162.5,14.2,8,10,2024-01-07T06:43:47,2024-01-07T18:07:36,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,42705699999,VOBL,43295099999"
bangalore,2024-01-08,23.7,19,21.6,23.7,19,21.6,19.6,88.6,1.993,100,8.33,rain,0,0,37.4,21.9,82.3,1018.2,77.4,4.5,166.9,14.5,6,10,2024-01-08T06:44:05,2024-01-08T18:08:10,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-09,26.2,19.9,22.4,26.2,19.9,22.4,17.2,73.7,0.1,100,4.17,rain,0,0,33.5,20.6,84.2,1018.5,73.3,5.1,117.8,10.1,6,10,2024-01-09T06:44:22,2024-01-09T18:08:44,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-10,27.2,18.9,22.6,27.5,18.9,22.6,16.2,69.2,0,0,0,,0,0,45,23.8,91.3,1018.2,67.3,5.9,205.1,17.6,9,10,2024-01-10T06:44:38,2024-01-10T18:09:18,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-11,29.9,17.9,23.2,30.1,17.9,23.2,16.4,68.6,0,0,0,,0,0,34.2,20.4,87.2,1018.7,39.2,5.6,229,19.8,8,10,2024-01-11T06:44:53,2024-01-11T18:09:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-12,28.9,17.2,22.6,29.2,17.2,22.6,15.9,68.3,0,0,0,,0,0,41,26.9,88,1018.5,15.2,6.1,253.7,21.9,9,10,2024-01-12T06:45:07,2024-01-12T18:10:25,0.03,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-13,29.6,17.6,22.6,30.4,17.6,22.7,17.3,74.1,0,0,0,,0,0,25.6,15.9,88.6,1019.3,47.9,4.9,243.6,21,9,10,2024-01-13T06:45:20,2024-01-13T18:10:59,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-14,30.1,18.9,23.5,30.3,18.9,23.6,16.8,69.2,0.1,100,4.17,rain,0,0,28.1,15.7,73.3,1018.6,27.9,4.9,262.4,22.7,9,10,2024-01-14T06:45:32,2024-01-14T18:11:32,0.1,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-15,30.9,17.8,23.3,30.7,17.8,23.2,16,66.9,0,0,0,,0,0,29.5,14.2,86,1017.9,17.5,5.2,264.4,23,9,10,2024-01-15T06:45:43,2024-01-15T18:12:05,0.13,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-16,29.9,18.2,23,29.5,18.2,23,16.4,69,0,0,0,,0,0,25.9,13.8,97.4,1016.7,31.3,5.2,263.6,22.9,9,10,2024-01-16T06:45:53,2024-01-16T18:12:38,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-17,30.1,17.9,23.2,30,17.9,23.2,16.3,68.2,0,0,0,,0,0,30.6,13.7,106.7,1016,34.2,4.8,262.9,22.8,9,10,2024-01-17T06:46:01,2024-01-17T18:13:10,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-18,28.9,17.9,23.1,29,17.9,23.1,15.9,66.4,0,0,0,,0,0,26.6,12,123,1016.8,44.6,5.1,263.5,22.9,9,10,2024-01-18T06:46:09,2024-01-18T18:13:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-19,30.6,17.9,23.3,30.6,17.9,23.3,17,71.1,0,0,0,,0,0,30.2,18.5,98.6,1017.2,45.8,5.8,262.9,22.7,9,10,2024-01-19T06:46:16,2024-01-19T18:14:14,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-20,30.1,18.4,23.7,30.4,18.4,23.7,16.8,68,0,0,0,,0,0,28.8,16.6,103.9,1018.2,39.1,5.2,251.6,21.9,9,10,2024-01-20T06:46:21,2024-01-20T18:14:46,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-21,31.9,18,24.2,31.7,18,24.2,16.3,65,0,0,0,,0,0,31,14.7,102.6,1018.5,17.7,5.6,265.5,23.1,9,10,2024-01-21T06:46:26,2024-01-21T18:15:17,0.34,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-22,30.9,19.2,24.3,30.8,19.2,24.3,16.3,64.6,0,0,0,,0,0,32,14.8,113.4,1019.1,18.2,5.7,265.2,22.9,9,10,2024-01-22T06:46:29,2024-01-22T18:15:47,0.38,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-23,30.7,18.4,24.1,30.6,18.4,24,15.7,63,0,0,0,,0,0,29.2,14.2,118.9,1018.7,7.9,6,267.5,23.1,9,10,2024-01-23T06:46:31,2024-01-23T18:16:18,0.41,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-24,30.6,18.2,23.8,30.6,18.2,23.9,17,68.3,0,0,0,,0,0,26.6,18.1,135.3,1018.1,36.7,5.6,267.1,23.1,9,10,2024-01-24T06:46:32,2024-01-24T18:16:48,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-25,30.7,19.1,24.3,30.6,19.1,24.3,16.4,64.1,0,0,0,,0,0,38.2,15.2,109.7,1019.1,44.8,5.8,268.9,23.1,9,10,2024-01-25T06:46:33,2024-01-25T18:17:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-26,29.9,18.6,23.2,29.2,18.6,23.1,15.3,64.6,0,0,0,,0,0,34.9,20.1,98.5,1020.7,22.3,5.8,276.4,23.9,9,10,2024-01-26T06:46:31,2024-01-26T18:17:46,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-27,28.9,18.1,23,29,18.1,23,15.5,65.5,0,0,0,,0,0,36,18.4,88.4,1021,31.9,6.4,273.7,23.6,9,10,2024-01-27T06:46:29,2024-01-27T18:18:14,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-28,28.9,18.1,22.8,29,18.1,22.8,16.2,68.6,0,0,0,,0,0,31.7,20.8,91.3,1020.6,41.5,5.8,272.8,23.7,9,10,2024-01-28T06:46:26,2024-01-28T18:18:42,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-29,29.7,18.1,23.3,29.1,18.1,23.2,14.8,62.1,0,0,0,,0,0,34.6,17.1,83.3,1019.9,23.6,6,278.4,24.1,10,10,2024-01-29T06:46:22,2024-01-29T18:19:09,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-30,29.9,16.9,23.2,29.1,16.9,23,14.1,60.9,0,0,0,,0,0,32,14.6,92.9,1019.1,13.4,5.8,277,24,10,10,2024-01-30T06:46:16,2024-01-30T18:19:36,0.65,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-01-31,31.9,18.9,24.7,31.8,18.9,24.7,16.5,64.2,0,0,0,,0,0,27.7,13.8,129.7,1018.9,25,5.8,276.6,24,9,10,2024-01-31T06:46:10,2024-01-31T18:20:02,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-01,31.7,19.9,25,31.2,19.9,24.9,16.8,64,0,0,0,,0,0,11.2,13.7,142.6,1019.1,35.5,6,276,23.9,9,10,2024-02-01T06:46:02,2024-02-01T18:20:28,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-02,31.9,21.1,25.4,32.7,21.1,25.7,19,70,0.1,100,4.17,rain,0,0,23,13.6,136.5,1018.7,52.5,5.6,275.6,24,9,10,2024-02-02T06:45:53,2024-02-02T18:20:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-03,30.9,21.6,25.5,32.1,21.6,25.9,19.2,70.2,0.1,100,4.17,rain,0,0,34.9,17.4,99,1019.3,47.9,5.8,238.8,20.5,9,10,2024-02-03T06:45:43,2024-02-03T18:21:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-04,30.9,19.1,24.3,30,19.1,24.1,15.4,61.9,0,0,0,,0,0,34.9,18.8,93.5,1020.9,22,6.1,278.5,24.1,9,10,2024-02-04T06:45:33,2024-02-04T18:21:42,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-05,31.9,18.8,24.6,30.9,18.8,24.3,14.7,58.5,0,0,0,,0,0,34.6,18.3,92.9,1020.9,12.3,6.3,284.4,24.6,10,10,2024-02-05T06:45:21,2024-02-05T18:22:05,0.85,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-06,33.2,17.6,24.8,32.3,17.6,24.5,15.1,59.9,0,0,0,,0,0,34.9,19.4,86.3,1020.5,12.7,6,286.2,24.6,10,10,2024-02-06T06:45:08,2024-02-06T18:22:28,0.88,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-07,33.9,18.1,25.3,32.5,18.1,24.8,13.6,55.2,0,0,0,,0,0,39.2,21.6,84.6,1020.2,17.8,5.6,288.8,24.9,10,10,2024-02-07T06:44:54,2024-02-07T18:22:50,0.91,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-08,33.9,17.9,25.7,32.4,17.9,25.2,12.8,50.3,0,0,0,,0,0,37.4,18.8,88,1019.3,12,6.2,284.5,24.5,10,10,2024-02-08T06:44:39,2024-02-08T18:23:12,0.94,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-09,32.9,18.8,25.6,32,18.8,25.2,14.2,54.4,0,0,0,,0,0,39.6,17.2,86.3,1019.6,10.2,6.6,289.9,25,10,10,2024-02-09T06:44:23,2024-02-09T18:23:33,0.98,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-10,31.7,19.4,24.6,31.5,19.4,24.6,17.1,66.4,0,0,0,,0,0,38.5,21.1,94.7,1021,29.3,5.7,290.4,25.1,10,10,2024-02-10T06:44:06,2024-02-10T18:23:53,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-11,29.9,19.2,23.9,29.2,19.2,23.8,16.3,66.2,0,0,0,,0,0,37.8,21.2,94,1021.3,22.9,5.9,290.5,25,10,10,2024-02-11T06:43:48,2024-02-11T18:24:13,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-12,31.9,16.9,24,30.5,16.9,23.6,13.1,57.8,0,0,0,,0,0,37.8,21.8,89.9,1020.6,20.5,5.7,294.8,25.5,10,10,2024-02-12T06:43:29,2024-02-12T18:24:32,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-13,30.9,17.9,24.2,31.1,17.9,24.2,16.5,65.4,0,0,0,,0,0,36,17.9,97.5,1020.3,27.5,6.1,293.3,25.5,10,10,2024-02-13T06:43:09,2024-02-13T18:24:50,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-14,30.9,19.6,24.5,31.2,19.6,24.5,16.8,65.6,0,0,0,,0,0,37.1,20,90.1,1019.4,40.5,5.8,284.2,24.5,10,10,2024-02-14T06:42:48,2024-02-14T18:25:08,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-15,31.1,17.2,24,29.9,17.2,23.7,14,58.9,0,0,0,,0,0,39.6,18.5,94.9,1019.2,25,6.1,290.3,25.2,10,10,2024-02-15T06:42:26,2024-02-15T18:25:26,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-16,30.9,18.4,24.1,31.6,18.4,24.2,16.7,65.4,0,0,0,,0,0,37.8,25.9,99.3,1019.6,28.4,6,291.2,25.3,10,10,2024-02-16T06:42:04,2024-02-16T18:25:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-17,31.9,18.9,25.1,31,18.9,24.7,13.7,53.5,0,0,0,,0,0,40.3,18.2,93.1,1018.5,21.1,6.5,293.4,25.5,10,10,2024-02-17T06:41:40,2024-02-17T18:25:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-18,32.9,18.9,25.5,31.8,18.9,25.1,13.9,53.5,0,0,0,,0,0,35.6,20.7,92.6,1017.7,15.5,6.2,297.8,25.7,10,10,2024-02-18T06:41:16,2024-02-18T18:26:14,0.29,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-19,32.3,18.8,25.6,30.3,18.8,25,12,48.9,0,0,0,,0,0,38.5,21.1,93.8,1017.9,9.8,6.7,298.4,25.7,10,10,2024-02-19T06:40:51,2024-02-19T18:26:29,0.32,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-20,32,19.9,26.1,30.8,19.9,25.7,14.4,53.2,0,0,0,,0,0,37.1,13.7,101.9,1017.8,8.8,6.3,297.6,25.7,10,10,2024-02-20T06:40:25,2024-02-20T18:26:44,0.35,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-21,32.9,21.7,26.9,33.2,21.7,27.1,17.1,57.1,0,0,0,,0,0,27,14.3,170,1016.8,34.3,6.2,296.1,25.5,10,10,2024-02-21T06:39:58,2024-02-21T18:26:58,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-22,33.7,22.1,27.1,33.2,22.1,26.9,15.9,54.3,0,0,0,,0,0,25.6,13,36,1016.8,21.4,6,298.5,25.7,10,10,2024-02-22T06:39:31,2024-02-22T18:27:11,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-23,32.9,20.9,27.4,32.4,20.9,27.1,14.7,48.5,0,0,0,,0,0,15.8,13.7,223.2,1016.6,14.5,6.7,299.3,25.7,10,10,2024-02-23T06:39:02,2024-02-23T18:27:24,0.46,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-24,32.7,21.9,27.3,35.5,21.9,28.1,18.7,60.9,0,0,0,,0,0,29.2,19.9,143.4,1016.1,34.8,6.6,295,25.5,10,10,2024-02-24T06:38:33,2024-02-24T18:27:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-25,31.9,21.9,26.3,33.2,21.9,26.6,17.4,59.3,0.3,100,12.5,rain,0,0,39.6,22,107.4,1016,39.6,6.3,288.6,24.9,10,10,2024-02-25T06:38:04,2024-02-25T18:27:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-26,30.2,19.4,24.7,30.9,19.4,24.8,17.2,65.3,0,0,0,,0,0,42.5,22.8,99.8,1016.9,35.2,7.1,304.3,26.3,10,10,2024-02-26T06:37:33,2024-02-26T18:28:00,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-27,30.9,20.1,25,31.5,20.1,25.2,17.6,66.3,0,0,0,,0,0,36.4,21.7,94.5,1017.7,35.4,6.4,297.9,25.9,10,10,2024-02-27T06:37:02,2024-02-27T18:28:10,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-28,33.7,19.4,25.8,32.1,19.4,25.4,14.9,57.6,0,0,0,,0,0,40,18.4,91.1,1016.8,10.1,6.6,313.6,26.9,10,10,2024-02-28T06:36:31,2024-02-28T18:28:21,0.63,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-02-29,33,18.5,25.7,31.2,18.5,25.1,12.4,48.1,0,0,0,,0,0,45.7,44.4,91.5,1017.4,18.7,7.1,315.2,27.1,10,10,2024-02-29T06:35:58,2024-02-29T18:28:31,0.66,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-01,32.9,18.9,25.5,31.6,18.9,25.1,14.6,55.1,0,0,0,,0,0,41,22.7,98.7,1018.5,21.7,7.5,298.8,25.8,10,10,2024-03-01T06:35:25,2024-03-01T18:28:40,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-02,32.1,19.1,26.1,31.3,19.1,25.7,14,50.7,0,0,0,,0,0,41,20.8,118.1,1018.1,28.8,6.7,274.4,23.7,9,10,2024-03-02T06:34:52,2024-03-02T18:28:49,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-03,32.9,20.3,26.4,32.5,20.3,26.3,16.2,56.3,0,0,0,,0,0,39.2,17.8,104.7,1017.1,7.3,6.2,305.4,26.5,10,10,2024-03-03T06:34:18,2024-03-03T18:28:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-04,34.9,21,27.4,35.1,21,27.5,17.3,57.3,0,0,0,,0,0,37.1,14.3,101,1016.8,16.8,6.3,310.3,26.8,10,10,2024-03-04T06:33:43,2024-03-04T18:29:06,0.79,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-05,34.9,21.2,27.8,37.1,21.2,27.7,16.2,53.4,0,0,0,,0,0,41.4,20.3,108.9,1016.8,25.2,6.9,313.9,27.1,10,10,2024-03-05T06:33:08,2024-03-05T18:29:14,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-06,34.9,20.9,28,42,20.9,28.2,16,51.3,0,0,0,,0,0,34.6,18.7,126.6,1017.1,20,6.6,295.5,25.6,10,10,2024-03-06T06:32:33,2024-03-06T18:29:22,0.86,Clear,Partly cloudy throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-07,34.9,21.8,28.1,34.1,21.8,27.7,14.8,47.3,0,0,0,,0,0,34.2,14.3,105.9,1016.5,19.4,6.7,312.9,27,10,10,2024-03-07T06:31:57,2024-03-07T18:29:29,0.9,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-08,34.9,22.2,28.3,34.8,22.2,28.2,15.5,47.5,0,0,0,,0,0,24.8,15.7,161.1,1016.6,33.4,6.4,308.3,26.7,10,10,2024-03-08T06:31:21,2024-03-08T18:29:36,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-09,34.9,23,28.7,35,23,28.7,16.4,49.6,0,0,0,,0,0,39.2,15.6,139.4,1016.6,34,7.2,314.3,27.2,10,10,2024-03-09T06:30:44,2024-03-09T18:29:42,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-10,33.9,23.9,28.3,34.3,23.9,28.7,18.5,57.9,0,0,0,,0,0,36.4,20.5,123.9,1018.3,39.2,6,299.2,26,10,10,2024-03-10T06:30:07,2024-03-10T18:29:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-11,34.2,21.9,27.8,34.1,21.9,27.8,16.7,53.6,0,0,0,,0,0,35.3,20.9,107,1019.7,34.1,6.5,310.3,26.8,10,10,2024-03-11T06:29:29,2024-03-11T18:29:54,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-12,34.7,21.9,28,34.7,21.9,28,16.8,53.3,0,0,0,,0,0,36.7,15.2,117.7,1019,26.7,6.6,278,23.9,10,10,2024-03-12T06:28:51,2024-03-12T18:30:00,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-13,34,22.1,28.2,34.3,22.1,28.4,16.8,51.6,0,0,0,,0,0,32.8,15.2,155.9,1017.8,31.5,6.7,315.8,27.2,10,10,2024-03-13T06:28:13,2024-03-13T18:30:05,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-14,34.9,23.9,29.1,36.6,23.9,29.8,18.4,54.7,0.1,100,4.17,rain,0,0,33.8,15,197,1017.4,37.3,6.6,251.7,21.7,9,10,2024-03-14T06:27:35,2024-03-14T18:30:10,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-15,34.7,23.9,29.3,35.9,23.9,29.8,18.1,53.7,0.1,100,4.17,rain,0,0,36,18.4,165.3,1016.3,42.4,6.7,250.4,21.7,8,10,2024-03-15T06:26:56,2024-03-15T18:30:15,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-16,34.9,23.9,28.8,35.5,23.9,29.3,18,54.1,0,0,0,,0,0,44.3,15.4,135.6,1016.8,39.4,6.5,313.5,26.8,10,10,2024-03-16T06:26:17,2024-03-16T18:30:20,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-17,33.8,22.3,27.7,32.8,22.3,27.5,16.5,54.9,0,0,0,,0,0,37.4,18.7,130,1017.1,13.7,6.5,319,27.7,10,10,2024-03-17T06:25:38,2024-03-17T18:30:25,0.25,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-18,33.9,21.9,28.2,34.5,21.9,28.2,16.2,50.7,0,0,0,,0,0,36,18.1,142.8,1016.8,21.1,6.7,321.1,27.8,10,10,2024-03-18T06:24:59,2024-03-18T18:30:29,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-19,34,22,28.2,33,22,27.7,13.9,44,0,0,0,,0,0,38.5,16.2,137.7,1016.4,8.5,6.7,320.6,27.8,10,10,2024-03-19T06:24:19,2024-03-19T18:30:33,0.3,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-20,34.6,21.2,28,34.6,21.2,27.9,15.4,49.2,0,0,0,,0,0,36.7,18.4,128.8,1015.9,19.1,6.5,324.2,28,10,10,2024-03-20T06:23:40,2024-03-20T18:30:37,0.33,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2024-03-21,32.8,21.1,26.7,33.7,21.1,26.8,17.5,60.2,0,0,0,,0,0,34.9,21.6,93.7,1016.5,37.4,6.5,307.7,26.8,10,10,2024-03-21T06:23:00,2024-03-21T18:30:41,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
